job_id,domain,dataset,dataset_name,hub_dataset_name,frequency,term,family,model,model_id,windows_requested,series_requested,windows_per_series,context_cap,baseline_context_cap,baseline_validation_folds,baseline_season_length,moirai_samples,quantile_grid,data_path,data_root_path,output_slug,status_path,download_command,command,status
external_v1_moirai_electricity_15t_short,Energy,electricity/15T/short,electricity,electricity,15T,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,48,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/electricity/15T,data/gift-eval/electricity,external_v1_moirai_electricity_15t_short,results/raw_forecasts/external_v1_moirai_electricity_15t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name electricity,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name electricity --data-path data/gift-eval/electricity/15T --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Energy --regime external_locked --output-slug external_v1_moirai_electricity_15t_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_electricity_15t_short,Energy,electricity/15T/short,electricity,electricity,15T,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/electricity/15T,data/gift-eval/electricity,external_v1_timesfm_electricity_15t_short,results/raw_forecasts/external_v1_timesfm_electricity_15t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name electricity,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name electricity --data-path data/gift-eval/electricity/15T --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Energy --regime external_locked --output-slug external_v1_timesfm_electricity_15t_short --export-history-sidecar,ready_not_run
external_v1_chronos_hospital_m_short,Healthcare,hospital/M/short,hospital,hospital,M,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,12,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/hospital/M,data/gift-eval/hospital,external_v1_chronos_hospital_m_short,results/raw_forecasts/external_v1_chronos_hospital_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name hospital,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name hospital --data-path data/gift-eval/hospital/M --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_chronos_hospital_m_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_hospital_m_short,Healthcare,hospital/M/short,hospital,hospital,M,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,12,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/hospital/M,data/gift-eval/hospital,external_v1_moirai_hospital_m_short,results/raw_forecasts/external_v1_moirai_hospital_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name hospital,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name hospital --data-path data/gift-eval/hospital/M --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_moirai_hospital_m_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_hospital_m_short,Healthcare,hospital/M/short,hospital,hospital,M,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,12,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/hospital/M,data/gift-eval/hospital,external_v1_timesfm_hospital_m_short,results/raw_forecasts/external_v1_timesfm_hospital_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name hospital,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name hospital --data-path data/gift-eval/hospital/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_timesfm_hospital_m_short --export-history-sidecar,ready_not_run
external_v1_chronos_us_births_m_short,Healthcare,us_births/M/short,us_births,us_births,M,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,12,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/us_births/M,data/gift-eval/us_births,external_v1_chronos_us_births_m_short,results/raw_forecasts/external_v1_chronos_us_births_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name us_births,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name us_births --data-path data/gift-eval/us_births/M --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_chronos_us_births_m_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_us_births_m_short,Healthcare,us_births/M/short,us_births,us_births,M,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,12,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/us_births/M,data/gift-eval/us_births,external_v1_moirai_us_births_m_short,results/raw_forecasts/external_v1_moirai_us_births_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name us_births,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name us_births --data-path data/gift-eval/us_births/M --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_moirai_us_births_m_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_us_births_m_short,Healthcare,us_births/M/short,us_births,us_births,M,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,12,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/us_births/M,data/gift-eval/us_births,external_v1_timesfm_us_births_m_short,results/raw_forecasts/external_v1_timesfm_us_births_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name us_births,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name us_births --data-path data/gift-eval/us_births/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Healthcare --regime external_locked --output-slug external_v1_timesfm_us_births_m_short --export-history-sidecar,ready_not_run
external_v1_chronos_kdd_cup_2018_h_medium,Nature,kdd_cup_2018/H/medium,kdd_cup_2018,kdd_cup_2018_with_missing,H,medium,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/kdd_cup_2018_with_missing/H,data/gift-eval/kdd_cup_2018_with_missing,external_v1_chronos_kdd_cup_2018_h_medium,results/raw_forecasts/external_v1_chronos_kdd_cup_2018_h_medium_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name kdd_cup_2018_with_missing,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name kdd_cup_2018_with_missing --data-path data/gift-eval/kdd_cup_2018_with_missing/H --term medium --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Nature --regime external_locked --output-slug external_v1_chronos_kdd_cup_2018_h_medium --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_kdd_cup_2018_h_medium,Nature,kdd_cup_2018/H/medium,kdd_cup_2018,kdd_cup_2018_with_missing,H,medium,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,48,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/kdd_cup_2018_with_missing/H,data/gift-eval/kdd_cup_2018_with_missing,external_v1_moirai_kdd_cup_2018_h_medium,results/raw_forecasts/external_v1_moirai_kdd_cup_2018_h_medium_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name kdd_cup_2018_with_missing,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name kdd_cup_2018_with_missing --data-path data/gift-eval/kdd_cup_2018_with_missing/H --term medium --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Nature --regime external_locked --output-slug external_v1_moirai_kdd_cup_2018_h_medium --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_kdd_cup_2018_h_medium,Nature,kdd_cup_2018/H/medium,kdd_cup_2018,kdd_cup_2018_with_missing,H,medium,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/kdd_cup_2018_with_missing/H,data/gift-eval/kdd_cup_2018_with_missing,external_v1_timesfm_kdd_cup_2018_h_medium,results/raw_forecasts/external_v1_timesfm_kdd_cup_2018_h_medium_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name kdd_cup_2018_with_missing,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name kdd_cup_2018_with_missing --data-path data/gift-eval/kdd_cup_2018_with_missing/H --term medium --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Nature --regime external_locked --output-slug external_v1_timesfm_kdd_cup_2018_h_medium --export-history-sidecar,ready_not_run
external_v1_chronos_temperature_rain_d_short,Nature,temperature_rain/D/short,temperature_rain,temperature_rain_with_missing,D,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,30,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/temperature_rain_with_missing/D,data/gift-eval/temperature_rain_with_missing,external_v1_chronos_temperature_rain_d_short,results/raw_forecasts/external_v1_chronos_temperature_rain_d_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name temperature_rain_with_missing,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name temperature_rain_with_missing --data-path data/gift-eval/temperature_rain_with_missing/D --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Nature --regime external_locked --output-slug external_v1_chronos_temperature_rain_d_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_temperature_rain_d_short,Nature,temperature_rain/D/short,temperature_rain,temperature_rain_with_missing,D,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,30,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/temperature_rain_with_missing/D,data/gift-eval/temperature_rain_with_missing,external_v1_moirai_temperature_rain_d_short,results/raw_forecasts/external_v1_moirai_temperature_rain_d_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name temperature_rain_with_missing,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name temperature_rain_with_missing --data-path data/gift-eval/temperature_rain_with_missing/D --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Nature --regime external_locked --output-slug external_v1_moirai_temperature_rain_d_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_temperature_rain_d_short,Nature,temperature_rain/D/short,temperature_rain,temperature_rain_with_missing,D,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,30,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/temperature_rain_with_missing/D,data/gift-eval/temperature_rain_with_missing,external_v1_timesfm_temperature_rain_d_short,results/raw_forecasts/external_v1_timesfm_temperature_rain_d_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name temperature_rain_with_missing,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name temperature_rain_with_missing --data-path data/gift-eval/temperature_rain_with_missing/D --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Nature --regime external_locked --output-slug external_v1_timesfm_temperature_rain_d_short --export-history-sidecar,ready_not_run
external_v1_chronos_restaurant_d_short,Sales,restaurant/D/short,restaurant,restaurant,D,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,30,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/restaurant/D,data/gift-eval/restaurant,external_v1_chronos_restaurant_d_short,results/raw_forecasts/external_v1_chronos_restaurant_d_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name restaurant,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name restaurant --data-path data/gift-eval/restaurant/D --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Sales --regime external_locked --output-slug external_v1_chronos_restaurant_d_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_restaurant_d_short,Sales,restaurant/D/short,restaurant,restaurant,D,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,30,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/restaurant/D,data/gift-eval/restaurant,external_v1_moirai_restaurant_d_short,results/raw_forecasts/external_v1_moirai_restaurant_d_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name restaurant,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name restaurant --data-path data/gift-eval/restaurant/D --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Sales --regime external_locked --output-slug external_v1_moirai_restaurant_d_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_restaurant_d_short,Sales,restaurant/D/short,restaurant,restaurant,D,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,30,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/restaurant/D,data/gift-eval/restaurant,external_v1_timesfm_restaurant_d_short,results/raw_forecasts/external_v1_timesfm_restaurant_d_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name restaurant,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name restaurant --data-path data/gift-eval/restaurant/D --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 30 --domain Sales --regime external_locked --output-slug external_v1_timesfm_restaurant_d_short --export-history-sidecar,ready_not_run
